transcript_id,SRX2000912,SRX2000913,SRX2000916,SRX2000917
MSTRG.3474.1,11,16,18,15
MSTRG.3475.1,226,216,122,128
JVCI|rna_AFUA_3G04050-1,7,16,22,7
JVCI|rna_AFUA_3G04030-1,0,0,0,0
JVCI|rna_AFUA_3G04020-1,99,93,80,92
MSTRG.3479.1,121,148,77,60
MSTRG.3479.2,83,56,205,199
MSTRG.3479.4,142,198,0,0
JVCI|rna_AFUA_3G04040-1,4,2,0,0
JVCI|rna_AFUA_3G04043-1,1,1,1,1
MSTRG.3476.1,3560,3091,3247,3741
JVCI|rna_AFUA_3G04060-1,5,10,5,4
JVCI|rna_AFUA_3G04070-1,995,1201,808,427
JVCI|rna_AFUA_3G04110-1,0,0,0,0
MSTRG.3477.2,313,0,0,0
MSTRG.3477.1,297,646,437,460
JVCI|rna_AFUA_3G04160-1,0,0,174,116
JVCI|rna_AFUA_3G04190-1,0,103,0,0
JVCI|rna_AFUA_3G04120-1,431,493,221,220
JVCI|rna_AFUA_3G04130-1,380,394,371,397
JVCI|rna_AFUA_3G04150-1,516,468,460,478
MSTRG.3483.1,888,898,567,699
JVCI|rna_AFUA_3G04170-1,1498,1363,1374,1333
JVCI|rna_AFUA_3G04180-1,342,342,281,313
MSTRG.3488.2,26,42,15,0
MSTRG.3489.1,293,157,260,240
JVCI|rna_AFUA_3G04200-1,180,192,197,174
JVCI|rna_AFUA_3G04210-1,2490,2843,1821,2020
JVCI|rna_AFUA_3G04220-1,2705,3124,2359,2481
JVCI|rna_AFUA_3G04230-1,89,12,97,14
MSTRG.3490.2,800,847,461,553
MSTRG.3492.1,593,566,644,642
JVCI|rna_AFUA_3G04250-1,0,0,0,0
JVCI|rna_AFUA_3G04260-1,0,2,0,0
MSTRG.3491.1,711,724,557,592
JVCI|rna_AFUA_3G04240-1,44,117,0,0
MSTRG.3493.1,1643,1585,1606,1564
MSTRG.3494.1,833,716,627,653
MSTRG.3496.1,586,596,277,330
MSTRG.3497.2,0,395,0,0
MSTRG.3495.1,53,840,185,573
MSTRG.3495.2,806,0,0,0
JVCI|rna_AFUA_3G04300-1,265,316,362,0
MSTRG.3497.1,1031,653,780,828
JVCI|rna_AFUA_3G04310-1,11,7,3,22
MSTRG.3498.1,29,21,21,13
MSTRG.3498.2,16,20,2,3
MSTRG.3500.2,0,0,0,133
JVCI|rna_AFUA_3G05340-1,0,0,0,0
MSTRG.3499.1,560,520,476,476
JVCI|rna_AFUA_3G05320-1,44,95,35,33
MSTRG.3500.1,1620,1689,1116,704
JVCI|rna_AFUA_3G05330-1,146,146,0,323
MSTRG.3501.1,2326,2074,2387,2305
JVCI|rna_AFUA_3G05350-1,4154,4034,3664,3898
MSTRG.3503.1,8817,7723,7498,7551
JVCI|rna_AFUA_3G05360-1,396,270,471,318
MSTRG.3504.1,1363,1250,1500,1629
MSTRG.3505.1,1882,1231,1393,757
JVCI|rna_AFUA_3G05370-1,22,588,246,926
JVCI|rna_AFUA_3G05380-1,318,297,329,409
MSTRG.3506.2,158,211,235,134
MSTRG.3506.3,110,37,6,67
JVCI|rna_AFUA_3G05390-1,841,686,758,781
MSTRG.3507.1,71,138,0,0
JVCI|rna_AFUA_3G05400-1,838,810,794,855
JVCI|rna_AFUA_3G05420-1,0,0,0,0
MSTRG.3509.1,312,292,234,216
JVCI|rna_AFUA_3G05410-1,10,7,12,4
MSTRG.3510.1,754,665,744,792
MSTRG.3511.1,336,312,285,276
JVCI|rna_AFUA_3G05430-1,406,519,178,200
MSTRG.3516.2,0,0,0,351
MSTRG.3516.1,623,690,440,111
JVCI|rna_AFUA_3G05440-1,41,42,0,0
JVCI|rna_AFUA_3G05450-1,2178,2061,2024,2019
JVCI|rna_AFUA_3G05460-1,881,817,925,827
MSTRG.3514.1,54,60,45,80
MSTRG.3514.2,30,14,0,12
JVCI|rna_AFUA_3G05470-1,588,581,486,443
MSTRG.3515.1,23,44,0,83
MSTRG.3517.1,612,492,463,269
MSTRG.3517.2,55,135,17,304
JVCI|rna_AFUA_3G05480-1,2,4,3,22
JVCI|rna_AFUA_3G05500-1,0,0,0,0
JVCI|rna_AFUA_3G05490-1,288,310,191,195
MSTRG.3519.1,685,734,713,797
JVCI|rna_AFUA_3G05510-1,0,13,0,0
MSTRG.3524.2,0,0,0,258
MSTRG.3520.1,20,18,7,3
MSTRG.3521.1,186,216,280,28
MSTRG.3521.2,22,131,60,24
MSTRG.3521.3,204,0,0,317
MSTRG.3524.1,483,613,218,113
JVCI|rna_AFUA_3G05520-1,145,15,396,186
JVCI|rna_AFUA_3G05530-1,469,520,266,279
MSTRG.3525.2,37,47,5,4
JVCI|rna_AFUA_3G05540-1,0,0,0,0
MSTRG.3522.1,548,517,443,454
JVCI|rna_AFUA_3G05550-1,366,363,344,324
MSTRG.3527.1,246,932,817,846
JVCI|rna_AFUA_3G05560-1,649,0,0,0
JVCI|rna_AFUA_3G05570-1,324,380,261,284
JVCI|rna_AFUA_3G05575-1,12,11,10,14
MSTRG.3529.1,978,1021,982,1074
JVCI|rna_AFUA_3G05580-1,14,0,0,9
MSTRG.3526.1,0,12,0,4
MSTRG.3526.2,0,9,0,0
JVCI|rna_AFUA_3G05590-1,126,287,148,145
MSTRG.3531.2,164,0,112,102
JVCI|rna_AFUA_3G05600-1,6860,6192,6998,7201
JVCI|rna_AFUA_3G05610-1,326,308,266,222
JVCI|rna_AFUA_3G05630-1,274,3,5,3
MSTRG.3533.1,363,725,477,489
JVCI|rna_AFUA_3G05640-1,205,230,197,195
JVCI|rna_AFUA_3G05690-1,0,0,0,0
MSTRG.3535.1,967,1057,1060,1003
JVCI|rna_AFUA_3G05650-1,84,50,85,126
JVCI|rna_AFUA_3G05660-1,121,131,88,90
MSTRG.3539.1,2725,2543,2742,3421
JVCI|rna_AFUA_3G05670-1,45,42,901,47
MSTRG.3540.1,376,384,357,376
JVCI|rna_AFUA_3G05700-1,0,152,0,0
MSTRG.3537.1,446,368,510,548
JVCI|rna_AFUA_3G05720-1,362,404,242,238
JVCI|rna_AFUA_3G05730-1,486,464,643,602
MSTRG.3542.1,26,21,99,97
MSTRG.3542.2,105,90,0,0
MSTRG.3541.1,199,203,134,111
JVCI|rna_AFUA_3G05740-1,26,0,0,12
JVCI|rna_AFUA_3G05760-1,800,1027,0,0
MSTRG.3543.1,135,23,229,254
MSTRG.3545.1,0,0,0,1
JVCI|rna_AFUA_3G05770-1,0,0,0,0
MSTRG.3544.1,81,39,14,12
MSTRG.3544.2,43,130,60,160
MSTRG.3544.3,83,69,114,30
MSTRG.3544.4,101,105,57,54
MSTRG.3549.1,214,205,285,308
JVCI|rna_AFUA_3G05830-1,233,348,186,228
JVCI|rna_AFUA_3G05840-1,132,130,68,77
JVCI|rna_AFUA_3G05780-1,0,0,0,0
JVCI|rna_AFUA_3G05800-1,0,0,0,0
JVCI|rna_AFUA_3G05810-1,0,0,0,0
MSTRG.3546.1,291,282,329,305
JVCI|rna_AFUA_3G05790-1,217,212,199,228
MSTRG.3551.1,2325,1819,2055,2195
JVCI|rna_AFUA_3G05820-1,181,680,232,217
JVCI|rna_AFUA_3G05860-1,0,0,0,0
MSTRG.3553.1,42,226,329,301
MSTRG.3553.2,191,0,0,0
JVCI|rna_AFUA_3G05850-1,1,0,0,0
MSTRG.3554.1,257,211,266,214
JVCI|rna_AFUA_3G05870-1,952,918,595,605
MSTRG.3555.1,291,182,361,367
JVCI|rna_AFUA_3G05880-1,184,295,32,39
JVCI|rna_AFUA_3G05890-1,586,687,404,431
MSTRG.3557.1,452,786,546,789
JVCI|rna_AFUA_3G05900-1,298,88,588,319
JVCI|rna_AFUA_3G05910-1,500,637,526,554
JVCI|rna_AFUA_3G05940-1,239,237,346,318
MSTRG.3560.1,17,22,31,30
JVCI|rna_AFUA_3G05950-1,214,268,211,209
JVCI|rna_AFUA_3G05960-1,0,165,0,0
MSTRG.3563.3,0,0,0,10
JVCI|rna_AFUA_3G05970-1,0,132,0,0
MSTRG.3564.3,0,1,1,0
MSTRG.3567.3,0,237,0,0
MSTRG.3567.4,0,69,0,0
MSTRG.3563.1,386,235,347,350
MSTRG.3564.1,1104,961,867,900
JVCI|rna_AFUA_3G05980-1,549,521,485,465
JVCI|rna_AFUA_3G05990-1,386,418,432,417
MSTRG.3567.1,210,0,320,5
MSTRG.3567.2,288,505,14,280
MSTRG.3567.5,292,0,0,1
JVCI|rna_AFUA_3G06000-1,3,11,65,102
MSTRG.3568.1,23,32,29,26
MSTRG.3568.2,18,0,0,0
MSTRG.3565.1,1014,1348,1220,1067
JVCI|rna_AFUA_3G06010-1,560,145,945,1061
JVCI|rna_AFUA_3G06020-1,999,1184,1819,1928
MSTRG.3570.1,13727,12896,16263,16751
JVCI|rna_AFUA_3G06030-1,27,31,19,24
MSTRG.3571.1,351,356,338,372
JVCI|rna_AFUA_3G06040-1,364,360,390,318
MSTRG.3572.1,173,141,186,193
JVCI|rna_AFUA_3G06050-1,72,99,31,30
JVCI|rna_AFUA_3G06060-1,0,0,0,0
MSTRG.3573.1,220,250,31,71
MSTRG.3573.3,37,18,135,94
MSTRG.3574.1,535,728,689,638
JVCI|rna_AFUA_3G06070-1,952,552,868,1036
MSTRG.3576.1,855,1057,962,1015
JVCI|rna_AFUA_3G06080-1,41,0,0,0
JVCI|rna_AFUA_3G06090-1,264,372,235,237
MSTRG.3579.2,0,20,0,67
MSTRG.3579.3,0,55,0,193
JVCI|rna_AFUA_3G06100-1,0,0,0,0
MSTRG.3580.2,0,121,171,0
MSTRG.3579.1,295,205,252,0
MSTRG.3580.1,1477,1488,1167,1103
JVCI|rna_AFUA_3G06110-1,394,329,308,583
JVCI|rna_AFUA_3G06120-1,127,153,0,0
MSTRG.3577.2,18,7,131,133
JVCI|rna_AFUA_3G06130-1,458,478,317,355
JVCI|rna_AFUA_3G06140-1,1965,2141,2090,2136
MSTRG.3582.1,259,334,416,383
JVCI|rna_AFUA_3G06180-1,44,0,0,41
MSTRG.3582.2,38,0,0,0
JVCI|rna_AFUA_3G06190-1,1234,1047,1274,1228
JVCI|rna_AFUA_3G06200-1,316,352,273,292
MSTRG.3584.2,1,2,1,4
JVCI|rna_AFUA_3G06210-1,614,539,625,608
JVCI|rna_AFUA_3G06220-1,440,381,422,438
JVCI|rna_AFUA_3G06230-1,30,35,34,32
MSTRG.3589.1,652,827,634,679
JVCI|rna_AFUA_3G06250-1,41,0,0,0
MSTRG.3593.1,0,0,0,3
MSTRG.3588.1,48,22,21,18
MSTRG.3590.1,706,602,754,755
JVCI|rna_AFUA_3G06255-1,2,0,1,0
JVCI|rna_AFUA_3G06260-1,2794,2738,1935,2003
MSTRG.3592.1,693,679,789,771
JVCI|rna_AFUA_3G06270-1,161,197,96,90
MSTRG.3595.1,992,500,1353,1407
JVCI|rna_AFUA_3G06280-1,61,680,0,14
MSTRG.3596.1,562,488,502,424
JVCI|rna_AFUA_3G06290-1,105,105,56,160
MSTRG.3599.2,0,0,0,63
MSTRG.3599.1,78,91,108,42
JVCI|rna_AFUA_3G06320-1,12,0,0,5
MSTRG.3597.1,1114,1560,2211,1951
MSTRG.3597.2,362,0,0,0
JVCI|rna_AFUA_3G06300-1,97,27,134,375
MSTRG.3598.1,102,82,124,65
JVCI|rna_AFUA_3G06310-1,116,144,132,137
MSTRG.3598.3,134,83,27,48
JVCI|rna_AFUA_3G06330-1,254,232,201,175
MSTRG.3604.1,285,206,198,233
JVCI|rna_AFUA_3G06340-1,5,55,77,38
MSTRG.3605.1,706,644,763,914
JVCI|rna_AFUA_3G06350-1,2,1,2,1
JVCI|rna_AFUA_3G06360-1,33,18,158,10
JVCI|rna_AFUA_3G06370-1,608,570,751,747
MSTRG.3607.1,188,192,160,236
JVCI|rna_AFUA_3G06380-1,211,168,119,45
JVCI|rna_AFUA_3G06390-1,301,322,185,186
MSTRG.3601.1,251,243,228,216
JVCI|rna_AFUA_3G06400-1,10,16,5,7
MSTRG.3602.1,0,6,8,9
JVCI|rna_AFUA_3G06425-1,69,48,38,37
MSTRG.3608.1,656,140,967,197
JVCI|rna_AFUA_3G06410-1,588,995,0,714
MSTRG.3609.1,691,612,647,621
JVCI|rna_AFUA_3G06420-1,11,14,4,12
JVCI|rna_AFUA_3G06440-1,0,0,0,0
MSTRG.3610.1,151,190,155,160
JVCI|rna_AFUA_3G06430-1,25,0,0,0
MSTRG.3611.1,664,699,610,644
JVCI|rna_AFUA_3G06450-1,1549,1709,1568,1714
JVCI|rna_AFUA_3G06460-1,1713,1494,1702,1609
JVCI|rna_AFUA_3G06470-1,400,446,299,326
MSTRG.3616.2,0,0,15,0
JVCI|rna_AFUA_3G06480-1,366,398,235,230
JVCI|rna_AFUA_3G06490-1,269,329,294,314
MSTRG.3617.1,443,401,347,343
JVCI|rna_AFUA_3G06492-1,18,5,4,9
JVCI|rna_AFUA_3G06495-1,57,48,55,58
MSTRG.3620.1,162,159,70,128
MSTRG.3620.2,118,140,110,135
JVCI|rna_AFUA_3G06510-1,30,54,187,155
JVCI|rna_AFUA_3G06520-1,335,304,226,212
JVCI|rna_AFUA_3G06530-1,3474,3485,1976,2096
MSTRG.3624.1,2721,2564,1234,1290
JVCI|rna_AFUA_3G06540-1,17,35,12,8
MSTRG.3625.1,721,505,309,458
JVCI|rna_AFUA_3G06550-1,656,818,721,697
JVCI|rna_AFUA_3G06560-1,340,313,274,297
JVCI|rna_AFUA_3G06570-1,590,661,307,348
MSTRG.3634.1,516,472,398,381
JVCI|rna_AFUA_3G06650-1,87,111,0,35
MSTRG.3634.2,6,9,32,1
JVCI|rna_AFUA_3G06580-1,0,0,22,127
MSTRG.3623.1,201,208,213,81
MSTRG.3627.1,721,624,898,416
JVCI|rna_AFUA_3G06590-1,553,521,728,1116
JVCI|rna_AFUA_3G06597-1,386,317,384,324
JVCI|rna_AFUA_3G06600-1,727,725,387,380
MSTRG.3630.1,1904,1823,1752,1753
JVCI|rna_AFUA_3G06610-1,26,40,19,37
JVCI|rna_AFUA_3G06620-1,232,194,232,229
JVCI|rna_AFUA_3G06630-1,639,592,731,649
JVCI|rna_AFUA_3G06640-1,3570,3348,4187,4260
MSTRG.3636.2,424,62,447,514
MSTRG.3636.1,127,425,148,0
JVCI|rna_AFUA_3G06660-1,120,154,78,154
JVCI|rna_AFUA_3G06670-1,696,665,650,620
JVCI|rna_AFUA_3G06680-1,201,188,234,197
MSTRG.3640.1,272,129,91,724
MSTRG.3640.2,162,514,737,189
MSTRG.3640.3,237,0,0,0
JVCI|rna_AFUA_3G06690-1,2,0,0,0
MSTRG.3637.1,162,137,148,126
MSTRG.3638.2,0,652,0,906
JVCI|rna_AFUA_3G06700-1,0,0,0,0
MSTRG.3638.1,1129,393,1535,705
JVCI|rna_AFUA_3G06710-1,0,0,0,0
MSTRG.3648.3,0,348,0,0
JVCI|rna_AFUA_3G06740-1,0,10,0,0
MSTRG.3641.1,545,2566,5705,6027
MSTRG.3641.2,2515,0,42,117
MSTRG.3641.3,1132,1717,0,0
JVCI|rna_AFUA_3G06720-1,8,15,10,7
MSTRG.3647.1,1207,1287,1043,1217
JVCI|rna_AFUA_3G06730-1,136,100,346,166
MSTRG.3648.1,54,134,39,58
MSTRG.3648.2,379,83,197,203
JVCI|rna_AFUA_3G06780-1,239,259,200,186
JVCI|rna_AFUA_3G06790-1,17,17,68,55
JVCI|rna_AFUA_3G06750-1,0,0,0,0
MSTRG.3645.1,263,249,278,244
MSTRG.3646.1,7112,6390,7614,7433
JVCI|rna_AFUA_3G06760-1,41,25,37,23
JVCI|rna_AFUA_3G06770-1,445,388,232,231
MSTRG.3650.4,0,8,1,0
MSTRG.3650.1,82,391,229,234
MSTRG.3650.2,294,0,0,0
JVCI|rna_AFUA_3G06800-1,11,7,49,47
JVCI|rna_AFUA_3G06820-1,383,372,141,143
MSTRG.3651.2,0,0,0,414
MSTRG.3651.1,50,266,478,26
JVCI|rna_AFUA_3G06830-1,668,372,174,228
JVCI|rna_AFUA_3G06840-1,4795,3612,4582,3120
MSTRG.3653.1,2530,2776,1704,3229
MSTRG.3655.1,179,208,145,151
JVCI|rna_AFUA_3G06850-1,7,5,1,1
JVCI|rna_AFUA_3G06860-1,374,370,460,420
MSTRG.3657.1,465,535,590,621
JVCI|rna_AFUA_3G06870-1,144,76,73,103
JVCI|rna_AFUA_3G06880-1,372,355,466,468
MSTRG.3661.1,71,80,25,29
MSTRG.3662.1,14,13,20,17
MSTRG.3665.2,0,0,110,0
JVCI|rna_AFUA_3G06950-1,0,119,32,0
MSTRG.3665.1,225,97,21,159
MSTRG.3658.1,0,338,19,169
MSTRG.3658.2,0,232,53,0
JVCI|rna_AFUA_3G06890-1,0,15,0,0
JVCI|rna_AFUA_3G06910-1,0,0,0,0
MSTRG.3660.3,0,37,0,49
MSTRG.3658.3,422,423,716,666
MSTRG.3658.4,783,237,0,0
MSTRG.3663.1,1758,1644,1913,1781
JVCI|rna_AFUA_3G06901-1,25,18,45,34
MSTRG.3664.1,569,0,0,0
MSTRG.3664.2,145,695,439,412
MSTRG.3659.1,436,409,425,437
JVCI|rna_AFUA_3G06922-1,7,3,0,5
MSTRG.3659.3,58,236,0,0
MSTRG.3659.4,144,37,117,100
MSTRG.3660.1,567,701,721,777
MSTRG.3660.2,327,148,65,33
JVCI|rna_AFUA_3G06940-1,9,44,0,19
MSTRG.3671.2,0,21,0,92
JVCI|rna_AFUA_3G07000-1,0,0,0,0
MSTRG.3671.1,164,122,115,1
MSTRG.3673.2,0,48,0,0
MSTRG.3670.1,15,13,5,9
JVCI|rna_AFUA_3G07010-1,19,25,9,7
MSTRG.3673.1,84,33,87,71
MSTRG.3668.2,0,66,174,192
MSTRG.3666.1,5174,4168,4909,4557
JVCI|rna_AFUA_3G06960-1,1656,1827,1666,2032
JVCI|rna_AFUA_3G06970-1,24,30,27,15
MSTRG.3667.2,5618,4824,6312,5924
JVCI|rna_AFUA_3G06980-1,491,382,266,258
MSTRG.3669.1,194,186,165,97
JVCI|rna_AFUA_3G06990-1,4,10,27,73
JVCI|rna_AFUA_3G07015-1,0,555,517,977
JVCI|rna_AFUA_3G07030-1,0,0,0,0
JVCI|rna_AFUA_3G07040-1,0,0,0,0
MSTRG.3675.1,733,210,660,307
JVCI|rna_AFUA_3G07020-1,238,303,169,193
MSTRG.3678.1,558,570,266,251
MSTRG.3679.1,118,130,90,109
JVCI|rna_AFUA_3G07050-1,962,1033,613,604
MSTRG.3677.1,209,147,49,96
JVCI|rna_AFUA_3G07070-1,7,80,52,4
MSTRG.3682.2,0,51,0,59
JVCI|rna_AFUA_3G07090-1,1,5,2,2
JVCI|rna_AFUA_3G07100-1,13,6,9,7
JVCI|rna_AFUA_3G07110-1,74,22,55,0
MSTRG.3681.1,567,568,296,548
JVCI|rna_AFUA_3G07080-1,101,90,206,15
MSTRG.3683.1,194,149,158,579
MSTRG.3683.2,352,32,0,0
JVCI|rna_AFUA_3G07120-1,193,585,0,0
MSTRG.3683.4,102,85,388,0
JVCI|rna_AFUA_3G07180-1,0,82,0,0
MSTRG.3690.1,527,505,564,557
JVCI|rna_AFUA_3G07130-1,0,0,0,0
JVCI|rna_AFUA_3G07150-1,0,568,0,0
MSTRG.3687.1,417,452,335,344
JVCI|rna_AFUA_3G07140-1,298,345,389,378
MSTRG.3684.1,856,209,1669,1681
MSTRG.3685.1,24,25,36,32
JVCI|rna_AFUA_3G07155-1,24,24,19,20
MSTRG.3689.1,1997,1731,665,653
JVCI|rna_AFUA_3G07160-1,702,898,76,0
JVCI|rna_AFUA_3G07170-1,4,12,0,57
MSTRG.3698.3,0,0,0,2
JVCI|rna_AFUA_3G07200-1,4,7,7,9
JVCI|rna_AFUA_3G07210-1,21,24,19,11
MSTRG.3697.1,1004,910,1207,1098
JVCI|rna_AFUA_3G07220-1,64,86,23,93
JVCI|rna_AFUA_3G07230-1,217,220,155,149
MSTRG.3697.3,32,73,49,79
MSTRG.3698.1,257,277,200,185
JVCI|rna_AFUA_3G07240-1,9,0,0,17
JVCI|rna_AFUA_3G07260-1,112,100,100,87
JVCI|rna_AFUA_3G07270-1,388,401,272,290
MSTRG.3694.1,255,234,258,243
JVCI|rna_AFUA_3G07280-1,6,7,8,14
MSTRG.3700.1,0,159,71,66
JVCI|rna_AFUA_3G07290-1,513,527,306,325
MSTRG.3699.1,179,165,187,156
JVCI|rna_AFUA_3G07300-1,257,168,0,0
JVCI|rna_AFUA_3G07310-1,297,234,188,189
JVCI|rna_AFUA_3G07330-1,101,104,86,68
JVCI|rna_AFUA_3G07340-1,0,0,0,0
MSTRG.3702.1,514,571,267,257
MSTRG.3705.1,27,35,26,28
JVCI|rna_AFUA_3G07390-1,2,2,2,2
JVCI|rna_AFUA_3G07400-1,0,2,0,0
JVCI|rna_AFUA_3G07410-1,26,24,35,32
JVCI|rna_AFUA_3G07350-1,568,595,549,620
MSTRG.3703.1,91,62,72,117
JVCI|rna_AFUA_3G07360-1,466,469,375,310
JVCI|rna_AFUA_3G07370-1,131,118,102,108
MSTRG.3706.1,147,256,71,105
JVCI|rna_AFUA_3G07380-1,201,66,117,88
MSTRG.3707.1,5,8,0,0
MSTRG.3709.2,0,0,0,9
JVCI|rna_AFUA_3G07420-1,6,8,13,0
JVCI|rna_AFUA_3G07430-1,3990,3471,4074,3937
JVCI|rna_AFUA_3G07440-1,0,0,0,0
MSTRG.3712.3,0,0,0,23
MSTRG.3712.2,80,68,172,128
JVCI|rna_AFUA_3G07460-1,109,117,178,175
JVCI|rna_AFUA_3G07480-1,859,826,675,650
JVCI|rna_AFUA_3G07490-1,188,188,189,183
JVCI|rna_AFUA_3G07510-1,206,251,170,198
JVCI|rna_AFUA_3G07520-1,477,489,174,187
MSTRG.3714.1,12,21,21,10
JVCI|rna_AFUA_3G07540-1,0,0,0,32
MSTRG.3719.1,275,250,420,515
JVCI|rna_AFUA_3G07530-1,163,258,205,200
MSTRG.3720.1,81,67,48,16
JVCI|rna_AFUA_3G07550-1,14,11,12,7
JVCI|rna_AFUA_3G07560-1,178,194,123,175
JVCI|rna_AFUA_3G07580-1,0,17,16,11
MSTRG.3722.2,17,8,2,10
MSTRG.3721.1,215,40,163,297
MSTRG.3721.2,42,33,17,93
JVCI|rna_AFUA_3G07570-1,87,221,311,114
MSTRG.3726.2,0,0,0,52
JVCI|rna_AFUA_3G07630-1,0,0,0,0
MSTRG.3726.1,100,90,110,63
MSTRG.3725.1,16,20,11,18
MSTRG.3727.1,13,12,13,10
MSTRG.3728.1,5,0,9,0
MSTRG.3729.1,9,8,18,10
MSTRG.3730.1,421,355,327,416
JVCI|rna_AFUA_3G07590-1,229,260,133,97
JVCI|rna_AFUA_3G07600-1,975,1111,1267,1295
MSTRG.3731.2,57,70,16,19
JVCI|rna_AFUA_3G07610-1,309,318,337,362
JVCI|rna_AFUA_3G07620-1,645,647,554,529
JVCI|rna_AFUA_3G07625-1,76,74,99,89
MSTRG.3724.1,12,13,8,7
MSTRG.3735.1,3332,393,13822,15141
JVCI|rna_AFUA_3G07640-1,9605,14740,0,0
MSTRG.3734.1,8,8,0,0
JVCI|rna_AFUA_3G07650-1,70,65,64,61
JVCI|rna_AFUA_3G07660-1,16,14,5,4
MSTRG.3738.2,209,206,185,223
JVCI|rna_AFUA_3G07670-1,69,53,25,11
JVCI|rna_AFUA_3G07680-1,503,537,370,437
JVCI|rna_AFUA_3G07690-1,369,295,278,271
MSTRG.3740.1,266,0,0,0
JVCI|rna_AFUA_3G07700-1,105,351,464,447
MSTRG.3743.1,324,289,807,787
JVCI|rna_AFUA_3G07730-1,3,2,3,1
MSTRG.3745.3,0,0,60,0
MSTRG.3745.1,93,61,158,100
MSTRG.3745.2,9,19,18,3
MSTRG.3745.4,53,87,0,133
JVCI|rna_AFUA_3G07740-1,72,20,51,67
MSTRG.3741.1,761,963,870,819
JVCI|rna_AFUA_3G07710-1,772,507,0,0
MSTRG.3742.1,155,357,254,528
MSTRG.3742.2,1450,1212,864,707
JVCI|rna_AFUA_3G07720-1,37,93,142,45
MSTRG.3747.1,0,18,207,61
JVCI|rna_AFUA_3G07750-1,246,213,210,234
JVCI|rna_AFUA_3G07760-1,57,89,0,0
MSTRG.3746.2,118,68,49,204
MSTRG.3748.1,799,788,810,927
JVCI|rna_AFUA_3G07790-1,22,27,135,19
JVCI|rna_AFUA_3G07800-1,18,15,20,17
JVCI|rna_AFUA_3G07810-1,1804,1934,1315,1334
JVCI|rna_AFUA_3G07840-1,5,4,0,0
JVCI|rna_AFUA_3G07820-1,1395,1406,1101,1113
JVCI|rna_AFUA_3G07830-1,1536,1460,1234,1305
MSTRG.3754.1,13,12,0,0
JVCI|rna_AFUA_3G07860-1,0,0,0,0
JVCI|rna_AFUA_3G07870-1,0,0,0,0
JVCI|rna_AFUA_3G07850-1,416,381,343,442
MSTRG.3752.1,83,156,93,13
MSTRG.3753.1,848,1204,503,488
MSTRG.3755.1,5648,5336,2704,2686
MSTRG.3756.1,2681,2606,2004,2062
JVCI|rna_AFUA_3G07890-1,158,48,359,224
MSTRG.3758.1,399,341,253,242
JVCI|rna_AFUA_3G07900-1,427,328,163,210
JVCI|rna_AFUA_3G07910-1,859,861,260,280
JVCI|rna_AFUA_3G07920-1,421,342,366,334
JVCI|rna_AFUA_3G07930-1,122,164,175,168
MSTRG.3762.2,525,504,568,623
MSTRG.3763.1,34,658,1290,1208
JVCI|rna_AFUA_3G07940-1,925,372,0,0
MSTRG.3760.1,23,25,0,0
MSTRG.3761.1,713,699,561,541
MSTRG.3761.2,81,10,0,11
JVCI|rna_AFUA_3G07945-1,140,158,303,297
MSTRG.3765.1,24,14,0,60
MSTRG.3765.2,22,5,73,5
JVCI|rna_AFUA_3G07950-1,13,13,12,12
MSTRG.3771.1,19,16,26,30
JVCI|rna_AFUA_3G07990-1,35,36,23,34
JVCI|rna_AFUA_3G07960-1,18,25,15,24
JVCI|rna_AFUA_3G07965-1,1,0,3,2
MSTRG.3768.1,14,24,21,41
JVCI|rna_AFUA_3G07970-1,223,177,140,131
MSTRG.3769.1,534,499,218,260
JVCI|rna_AFUA_3G07980-1,37,57,48,7
JVCI|rna_AFUA_3G08000-1,341,353,229,249
MSTRG.3770.2,0,0,0,36
MSTRG.3770.1,352,352,150,86
JVCI|rna_AFUA_3G08070-1,132,142,92,90
JVCI|rna_AFUA_3G08080-1,384,350,397,384
JVCI|rna_AFUA_3G08090-1,280,226,15,11
MSTRG.3776.2,298,300,562,578
JVCI|rna_AFUA_3G08100-1,223,245,169,192
JVCI|rna_AFUA_3G08040-1,0,0,0,0
MSTRG.3772.1,11770,12294,8927,9584
JVCI|rna_AFUA_3G08010-1,212,124,623,515
MSTRG.3777.1,1020,1103,877,846
JVCI|rna_AFUA_3G08020-1,107,29,157,105
MSTRG.3777.3,357,365,247,266
MSTRG.3778.1,1087,973,766,811
JVCI|rna_AFUA_3G08030-1,11,11,11,7
MSTRG.3779.1,2,1,0,1
MSTRG.3780.1,1233,1339,902,962
JVCI|rna_AFUA_3G08050-1,3,0,0,4
JVCI|rna_AFUA_3G08060-1,50,52,15,22
MSTRG.3782.1,36,32,31,30
JVCI|rna_AFUA_3G08110-1,9965,9545,21208,21666
MSTRG.3784.2,0,63,0,113
MSTRG.3786.2,0,207,0,0
JVCI|rna_AFUA_3G08140-1,0,0,0,0
MSTRG.3784.1,341,339,236,155
JVCI|rna_AFUA_3G08120-1,233,155,160,148
JVCI|rna_AFUA_3G08130-1,206,200,193,203
MSTRG.3786.1,357,149,366,347
JVCI|rna_AFUA_3G08150-1,18,12,35,22
MSTRG.3787.1,7036,7038,5895,6254
JVCI|rna_AFUA_3G08160-1,3,6,3,2
MSTRG.3796.1,225,239,0,114
JVCI|rna_AFUA_3G08250-1,18,5,86,0
